,OrderId,CustomerId,OrderDate,Age,City,Category,ProductName,Quantity,UnitPrice,DiscountPct,PaymentMethod,OrderStatus,Rating,ShippingDays,DeliveryDistanceKM,Device,MarketingChannel,Spend90d,CouponCode,TotalAmount
53,ORD1044253,CUST33317,2024-11-19,39.0,Mumbai,Electronics,Bluetooth Speaker,1.0,342.46,22.73,COD,Shipped,4.2,8.0,6.03,Mobile,Affiliate,4439.81,FESTIVE,264.62
54,ORD1029671,CUST47279,2024-08-04,18.0,Jaipur,Beauty,Face Serum,1.0,909.6,14.54,UPI,Delivered,2.6,2.0,1.17,Mobile,Organic,7249.6,WELCOME10,777.34
55,ORD1007462,CUST58485,2024-02-24,42.0,Jaipur,Beauty,Wireless Headphones,1.0,5346.26,7.93,Net Banking,Shipped,4.6,4.0,6.22,Mobile,Organic,11158.4,FESTIVE,4922.3
56,ORD1085489,CUST10160,2025-09-16,26.0,,Sports,Smart Watch,3.0,894.7,11.33,Debit Card,Delivered,3.6,7.0,3.37,Mobile,Organic,3519.99,,2379.99
57,ORD1040499,CUST71728,2024-10-22,31.0,Hyderabad,Fashion,Organic Snacks,2.0,240.01,3.84,COD,Delivered,4.2,162.0,3.99,Mobile,Social,3057.58,NONE,461.59
58,ORD1035488,CUST24175,2024-09-16,21.0,Hyderabad,ELECTRONICS,Face Serum,1.0,744.21,19.19,COD,Cancelled,4.0,8.0,10.04,Mobile,Organic,17747.04,,601.4
59,ORD1037587,CUST26765,2024-10-01,26.0,Lucknow,Electronics,Organic Snacks,2.0,827.69,11.25,COD,Delivered,3.6,5.0,7.97,Mobile,Email,5614.53,APP15,1469.15
60,ORD1073820,CUST63761,01/13/2025,32.0,Indore,Home & Kitchen,Wireless Headphones,2.0,1297.25,13.35,Net Banking,Returned,4.7,1.0,11.4,Mobile,Organic,3428.79,FESTIVE,2248.13
61,ORD1005885,CUST24855,2024-02-12,48.0,Mumbai,Home & Kitchen,Wireless Headphones,2.0,530.78,4.46,Wallet,Delivered,3.2,2.0,73.64,Mobile,Social,2364.0,NEWUSER,1014.21
62,ORD1028271,CUST97438,2024-07-25,21.0,Patna,Home & Kitchen,Running Shoes,1.0,454.14,19.71,Debit Card,Processing,3.3,9.0,43.36,Mobile,Email,5106.72,WELCOME10,364.63
63,ORD1012442,CUST74068,2024-03-31,49.0,Kolkata,Grocery,Organic Snacks,1.0,-50,15.48,Net Banking,Shipped,5.0,4.0,31.41,Mobile,Social,183022.7,NEWUSER,164.67
64,ORD1036729,CUST18248,2024-09-25,18.0,Delhi,Home & Kitchen,Organic Snacks,1.0,4552.49,12.89,Net Banking,Processing,4.7,1.0,14.88,Mobile,Paid Search,1267.66,FESTIVE,3965.67
65,ORD1048762,CUST65289,2024-12-21,41.0,Jaipur,Toys,Novel,2.0,2635.36,13.13,UPI,Delivered,5.0,,30.59,Mobile,Direct,7038.55,NONE,4578.67
66,ORD1059530,CUST62616,2025-03-10,25.0,Patna,Sports,Smart Watch,2.0,2111.73,2.38,COD,Delivered,5.0,4.0,8.76,Mobile,Organic,18112.02,,4122.94
67,ORD1048054,CUST74852,2024-12-16,-5.0,Mumbai,Grocery,Organic Snacks,1.0,2931.65,18.09,Debit Card,Shipped,3.3,3.0,3.83,Mobile,Email,6585.9,SAVE20,2401.31
68,ORD1083664,CUST27445,2025-09-02,41.0,Bengaluru,Fashion,Bluetooth Speaker,2.0,349.12,8.87,Credit Card,Delivered,3.6,4.0,4.24,Desktop,Direct,5052.56,NEWUSER,636.31
69,ORD1052433,CUST48942,2025-01-17,40.0,Delhi,Sports,Novel,3.0,439.61,16.41,Wallet,Shipped,4.4,4.0,26.09,Mobile,Paid Search,7812.52,SAVE20,1102.41
70,ORD1033054,CUST29380,2024-08-29,32.0,Lucknow,Fashion,Novel,1.0,505.23,14.97,credit_card,CANCELLED ,5.0,4.0,14.85,Mobile,Affiliate,11599.72,NEWUSER,429.6
71,ORD1094655,CUST54385,2025-11-21,29.0,Delhi,Books,Face Serum,1.0,91.67,6.46,upi,Delivered,3.6,2.0,2.83,Desktop,Paid Search,3403.11,NEWUSER,85.75
72,ORD1003063,CUST30722,2024-01-23,95.0,Ahmedabad,Sports,Wireless Headphones,1.0,317.45,7.26,Net Banking,Delivered,3.0,2.0,4.92,Mobile,Social,4982.95,,294.4
73,ORD1083645,CUST85823,2025-09-02,36.0,Pune,Books,Wireless Headphones,1.0,2327.54,4.12,UPI,Delivered,3.9,4.0,9.6,Mobile,Organic,1129.2,APP15,2231.65
74,ORD1030833,CUST53100,2024-08-13,23.0,Indore,Toys,Running Shoes,1.0,477.68,32.15,Debit Card,Delivered,5.0,1.0,7.64,Mobile,Social,6873.35,APP15,324.11
75,ORD1031328,CUST61211,2024-08-16,44.0,Delhi,Electronics,Coffee Maker,1.0,581.21,8.39,Wallet,Delivered,3.3,3.0,6.88,Mobile,Social,1091.59,WELCOME10,532.45
76,ORD1026604,CUST52170,2024-07-13,42.0,Indore,Home & Kitchen,Yoga Mat,1.0,1212.62,13.93,Debit Card,Delivered,3.8,7.0,11.64,Mobile,Affiliate,42062.92,APP15,1043.7
77,ORD1030792,CUST82723,2024-08-12,46.0,Hyderabad,Sports,Smart Watch,2.0,658.38,,UPI,Delivered,4.2,,5.81,Mobile,Social,782.16,SAVE20,1121.22
78,ORD1023954,CUST65848,2024-06-23,48.0,Delhi,Electronics,Wireless Headphones,1.0,234.39,5.38,COD,Delivered,3.7,7.0,9.43,Desktop,Direct,1284.44,APP15,221.78
79,ORD1085264,CUST78103,2025-09-14,39.0,Bengaluru,Grocery,Coffee Maker,1.0,3094.63,9.09,Debit Card,Processing,4.2,4.0,12.64,Tablet,Organic,12924.53,WELCOME10,2813.33
80,ORD1057164,CUST76907,2025-02-21,45.0,Ahmedabad,Sports,Coffee Maker,1.0,1975.78,6.25,Credit Card,Returned,4.3,6.0,11.56,Mobile,Organic,6236.5,SAVE20,1852.29
81,ORD1072933,CUST28762,2025-06-16,39.0,Mumbai,Electronics,Coffee Maker,4.0,326.37,8.04,Debit Card,Delivered,,7.0,6.81,Tablet,Affiliate,4686.78,NEWUSER,1200.52
82,ORD1064939,CUST33206,2025-04-19,39.0,Jaipur,,Bluetooth Speaker,1.0,1899.73,9.61,UPI,Processing,4.5,1.0,7.92,Mobile,Direct,15538.56,NEWUSER,1717.17
83,ORD1047312,CUST40914,2024-12-11,35.0,Ahmedabad,Grocery,Wireless Headphones,1.0,1180.97,7.5,Credit Card,Delivered,4.7,6.0,30.34,Mobile,Social,9082.67,NONE,1092.4
84,ORD1026119,CUST17538,2024-07-09,18.0,Ahmedabad,Toys,Novel,4.0,232.25,15.93,COD,Delivered,3.6,0.0,19.54,Desktop,Paid Search,55258.34,FESTIVE,781.01
85,ORD1041975,CUST64849,2024-11-02,31.0,Lucknow,Toys,Face Serum,1.0,246.68,28.86,COD,Delivered,4.7,2.0,20.8,Mobile,direct ,5581.64,SAVE20,175.49
86,ORD1053983,CUST56066,2025-01-29,121.0,Patna,Books,Organic Snacks,5.0,658.61,13.07,Wallet,Delivered,3.8,-2.0,3.23,Mobile,Paid Search,1620.06,APP15,2862.65
87,ORD1084631,CUST90930,2025-09-09,43.0,Ahmedabad,Books,Novel,1.0,1768.06,17.49,Credit Card,Delivered,5.0,4.0,26.95,Mobile,Paid Search,,FESTIVE,1458.83
88,ORD1025004,CUST89329,2024-07-01,46.0,Lucknow,Sports,Running Shoes,2.0,333.4,3.39,COD,Cancelled,,2.0,6.87,Desktop,Direct,3174.19,NEWUSER,644.2
89,ORD1010137,CUST53999,2024-03-15,31.0,Hyderabad,Grocery,Yoga Mat,4.0,0,5.02,Debit Card,Shipped,5.0,3.0,36.66,Mobile,Direct,23418.99,SAVE20,8054.23
90,ORD1045094,CUST59727,2024-11-25,27.0,Kolkata,Toys,Smart Watch,2.0,200.52,24.32,Net Banking,Delivered,3.2,13.0,14.88,Mobile,Social,15367.39,NEWUSER,303.51
91,ORD1001113,CUST93573,2024-01-09,30.0,Jaipur,Sports,Running Shoes,2.0,3273.54,15.68,Credit Card,Delivered,3.7,2.0,12.43,Mobile,Social,13841.66,WELCOME10,5520.5
92,ORD1010180,CUST31597,2024-03-15,27.0,Mumbai,Sports,Yoga Mat,1.0,936.56,11.21,Credit Card,Delivered,4.3,,28.96,Mobile,Paid Search,1431.74,APP15,831.57
93,ORD1041238,CUST39005,2024-10-28,34.0,Ahmedabad,Sports,Face Serum,2.0,803.51,14.52,Wallet,Delivered,3.6,2.0,2.15,Desktop,Organic,1712.53,WELCOME10,1373.68
94,ORD1054362,CUST24157,2025-01-31,39.0,Ahmedabad,Grocery,Laptop Stand,1.0,2169.98,18.39,Wallet,Processing,4.6,2.0,26.42,Mobile,Social,2682.03,SAVE20,1770.92
95,ORD1095083,CUST26279,2025-11-25,18.0,Hyderabad,Electronics,Face Serum,1.0,550.11,11.12,Debit Card,Delivered,5.0,1.0,16.38,Desktop,Direct,2261.26,SAVE20,488.94
96,ORD1049050,CUST88467,2024-12-24,41.0,Mumbai,Electronics,Yoga Mat,5.0,405.83,2.24,Wallet,Delivered,3.0,1.0,12.24,Mobile,Direct,1286.74,WELCOME10,1983.7
97,ORD1029304,CUST63237,2024-08-01,41.0,Patna,Grocery,Novel,1.0,2798.04,15.34,Wallet,Delivered,4.4,2.0,3.99,Mobile,Paid Search,6755.57,NONE,2368.82
98,ORD1027893,CUST68153,2024-07-22,36.0,Delhi,Fashion,Yoga Mat,3.0,738.65,22.79,Wallet,Delivered,4.5,2.0,9.36,Mobile,Direct,28020.6,SAVE20,1710.93
99,ORD1073287,CUST93670,2025-06-19,27.0,Indore,Electronics,Face Serum,1.0,3090.67,2.21,Wallet,Delivered,3.9,3.0,4.95,Desktop,Social,3414.77,WELCOME10,3022.37
100,ORD1093611,CUST81400,2025-11-14,44.0,Delhi,Beauty,Laptop Stand,1.0,2019.17,9.2,COD,Delivered,3.3,1.0,21.25,Desktop,Social,4951.76,APP15,1833.41
101,ORD1014588,CUST68355,2024-04-16,30.0,Bengaluru,Sports,Laptop Stand,2.0,2712.24,21.94,Wallet,Cancelled,3.9,1.0,16.02,Mobile,Affiliate,1733.79,WELCOME10,4234.35
102,ORD1016433,CUST73076,2024-04-29,36.0,Bengaluru,Electronics,Novel,1.0,572.8,15.74,Wallet,Returned,4.9,5.0,3.2,Mobile,Email,4390.58,WELCOME10,482.64
103,ORD1034151,CUST38891,2024-09-06,18.0,Indore,Beauty,Laptop Stand,1.0,923.97,15.0,UPI,Returned,4.1,1.0,4.63,Mobile,Email,9271.38,NONE,785.37
104,ORD1084476,CUST57603,not available,51.0,Patna,Books,Wireless Headphones,3.0,501.22,6.24,Wallet,Returned,3.1,2.0,3.13,,Affiliate,2382.31,APP15,1409.83
105,ORD1047000,CUST76166,2024-12-09,37.0,Indore,Grocery,Bluetooth Speaker,1.0,617.75,16.65,Wallet,Delivered,4.2,4.0,12.57,Mobile,Social,1529.8,WELCOME10,514.89
106,ORD1072125,CUST67942,2025-06-10,48.0,Delhi,Beauty,Face Serum,2.0,1031.7,10.68,Debit Card,Delivered,3.9,3.0,1.54,Mobile,Organic,6899.06,APP15,1843.03
107,ORD1057316,CUST45317,2025-02-22,53.0,Delhi ,Electronics,Coffee Maker,1.0,224.93,12.39,UPI,Delivered,5.0,6.0,7.52,Mobile,Affiliate,1677.17,WELCOME10,197.06
108,ORD1047315,CUST36233,2024-12-11,26.0,Hyderabad,Home & Kitchen,Running Shoes,99.0,3355.98,10.11,COD,Returned,3.3,1.0,1.44,Mobile,Organic,15160.73,SAVE20,9050.07
109,ORD1095640,CUST14649,2025-11-29,30.0,Bengaluru,Toys,Smart Watch,2.0,1075.79,9.64,Credit Card,Delivered,3.6,5.0,24.47,Mobile,Paid Search,2464.47,FESTIVE,1944.17
110,ORD1006678,CUST71949,2024-02-18,37.0,Jaipur,Sports,Bluetooth Speaker,1.0,703.5,9.78,credit_card,Delivered,3.3,1.0,35.28,Mobile,Email,2628.96,NONE,634.7
111,ORD1050081,CUST47935,2024-12-31,37.0,Jaipur,Grocery,Face Serum,1.0,1052.9,7.48,Credit Card,Delivered,5.0,0.0,9.88,Mobile,Paid Search,8625.75,NONE,974.14
112,ORD1075787,CUST77361,2025-07-07,39.0,Ahmedabad,Books,Laptop Stand,5.0,1893.61,10.33,UPI,Delivered,4.9,2.0,10.27,Desktop,Organic,1531.73,WELCOME10,8490.0
113,ORD1040343,CUST69004,2024-10-21,45.0,Hyderabad,Books,Laptop Stand,2.0,895.98,22.47,UPI,Shipped,3.6,2.0,7.71,Mobile,Paid Search,6226.0,FESTIVE,1389.31
114,ORD1010070,CUST74715,2024-03-14,39.0,Mumbai,Home & Kitchen,Laptop Stand,1.0,702.68,13.46,UPI,Delivered,3.4,6.0,6.23,Desktop,Paid Search,1260.72,WELCOME10,
115,ORD1069739,CUST98318,2025-05-24,26.0,Jaipur,Grocery,Coffee Maker,5.0,212.95,21.85,Net Banking,Delivered,4.3,3.0,9.72,Mobile,Paid Search,2262.31,NEWUSER,832.1
116,ORD1013445,CUST54173,2024-04-08,41.0,Ahmedabad,Grocery,Face Serum,1.0,607.44,7.82,Wallet,Delivered,5.0,1.0,33.02,,Affiliate,4337.83,WELCOME10,559.94
117,ORD1072284,CUST78667,2025-06-11,18.0,Chennai,Home & Kitchen,Face Serum,1.0,6676.13,7.02,Debit Card,Delivered,4.0,9.0,5.67,Mobile,Paid Search,5449.04,WELCOME10,6207.47
118,ORD1038190,CUST52922,2024-10-05,39.0,Delhi,Beauty,Bluetooth Speaker,2.0,354.95,8.15,Wallet,Delivered,3.6,6.0,22.74,Desktop,Paid Search,3693.65,NONE,652.04
119,ORD1099868,CUST99174,2025-12-30,35.0,Indore,-,Wireless Headphones,3.0,508.34,3.36,COD,Delivered,4.6,2.0,9.3,Mobile,Organic,3344.03,WELCOME10,1473.78
120,ORD1076620,CUST60522,2025-07-13,33.0,Hyderabad,Home & Kitchen,Bluetooth Speaker,2.0,100.03,24.19,COD,Delivered,4.6,2.0,9.49,Mobile,Affiliate,791.03,,151.67
121,ORD1026588,CUST79882,2024-07-13,41.0,Delhi,Beauty,Running Shoes,2.0,975.15,1.91,UPI,Delivered,4.5,4.0,8.07,Mobile,Organic,3801.45,FESTIVE,1913.05
122,ORD1050755,CUST89296,2025-01-05,34.0,Lucknow,Books,Bluetooth Speaker,1.0,407.25,14.29,Debit Card,Delivered,2.5,5.0,9.12,Desktop,Affiliate,18342.76,SAVE20,349.05
123,ORD1091619,CUST10929,2025-10-30,18.0,Bengaluru,Toys,Novel,1.0,1667.96,18.08,Net Banking,Delivered,2.9,3.0,3.57,Mobile,organic,6992.67,FESTIVE,1366.39
124,ORD1040751,CUST23466,2024-10-24,42.0,Mumbai,Electronics,Bluetooth Speaker,3.0,446.86,13.05,Debit Card,Delivered,3.6,2.0,0.91,pc,Organic,1642.78,FESTIVE,1165.63
125,ORD1079076,CUST96461,2025-07-31,33.0,Hyderabad,Grocery,Laptop Stand,2.0,1127.88,13.88,Wallet,Delivered,4.9,1.0,8.22,Mobile,Paid Search,4498.98,APP15,1942.66
126,ORD1065179,CUST71368,2025-04-20,32.0,Kolkata,Toys,Coffee Maker,1.0,1935.3,22.86,Net Banking,Processing,4.9,3.0,12.78,Mobile,Organic,14448.64,NEWUSER,1492.89
127,ORD1063542,CUST75856,2025-04-08,48.0,Bengaluru,Home & Kitchen,Wireless Headphones,1.0,883.41,13.12,Net Banking,Delivered,4.6,6.0,1.88,Desktop,Social,35598.13,WELCOME10,767.51
128,ORD1070810,CUST35794,2025-05-31,36.0,Patna,Home & Kitchen,Organic Snacks,4.0,31.54,21.0,UPI,cancelled,3.2,3.0,19.65,Mobile,Organic,3465.8,WELCOME10,99.67
129,ORD1098772,CUST24218,2025-12-22,30.0,Jaipur,Toys,Wireless Headphones,4.0,594.46,19.23,Net Banking,Shipped,3.0,4.0,6.69,Mobile,,,APP15,1920.58
130,ORD1069792,CUST61427,2025-05-24,43.0,Ahmedabad,Grocery,Running Shoes,1.0,1402.06,12.28,Wallet,Processing,3.5,1.0,1.03,Mobile,Email,1094.27,SAVE20,1229.89
131,ORD1022483,CUST69383,2024-06-13,34.0,Lucknow,Sports,Face Serum,5.0,9846.72,18.81,COD,Delivered,3.8,3.0,9.1,Mobile,Direct,1322.81,NEWUSER,39972.76
132,ORD1026074,CUST56318,2024-07-09,26.0,Hyderabad,Toys,Face Serum,1.0,1212.82,19.09,Credit Card,Delivered,3.4,3.0,88.0,Mobile,Direct,1171.63,SAVE20,981.29
133,ORD1056778,CUST38528,2025-02-18,35.0,Lucknow,Fashion,Coffee Maker,2.0,1119.37,5.44,Credit Card,Delivered,4.0,2.0,9999.0,Desktop,Email,804.79,SAVE20,2116.95
